vessel_id,shape_class,rim_orient,rim_profile,base_type,additional_elem,height,opening_diam,base_diam,neck_diam,belly_diam,neck_height,belly_height,H-Bd,Bd-Rd,Bd-Nd,H-Bh,H-Nh,Bd-BaD
JZ001_P001,N,B,09,02,N,6.90,4.80,0.80,3.84,6.67,5.88,2.95,1.03,1.39,1.74,2.34,1.17,8.34
JZ001_P003,N,B,09,02,N,12.10,9.30,2.20,8.14,12.12,10.48,6.00,1.00,1.30,1.49,2.02,1.15,5.51
JZ001_P004,C,A,03,04,N,7.40,17.00,4.50,17.00,17.00,7.40,7.40,0.44,1.00,1.00,1.00,1.00,3.78
JZ001_P005,E,B,01,04,N,6.35,12.30,5.60,12.30,12.30,6.35,6.35,0.52,1.00,1.00,1.00,1.00,2.20
JZ001_P008,K,B,13,04,S,9.60,5.40,2.20,3.18,8.58,7.69,4.15,1.12,1.59,2.70,2.31,1.25,3.90
JZ001_P009,K,B,03,02,S,18.00,7.23,1.60,4.88,12.41,15.45,6.89,1.45,1.72,2.54,2.61,1.17,7.76
JZ001_P010,H,B,07,02,N,15.30,11.00,0.50,9.02,12.61,13.43,7.99,1.21,1.15,1.40,1.91,1.14,25.22
JZ001_P011,P,B,13,02,N,16.60,8.70,3.19,7.22,16.74,14.45,7.07,0.99,1.92,2.32,2.35,1.15,5.25
JZ001_P012,H,B,03,04,N,72.40,52.30,39.50,46.73,58.77,66.38,38.50,1.23,1.12,1.26,1.88,1.09,1.49
JZ001_P013,E,B,01,04,N,5.56,12.00,7.00,12.00,12.00,5.56,5.56,0.46,1.00,1.00,1.00,1.00,1.71
JZ001_P014,E,B,01,03,N,8.14,19.30,3.23,19.30,19.30,8.14,8.14,0.42,1.00,1.00,1.00,1.00,5.98
JZ001_P015,E,B,01,03,N,9.14,12.00,9.00,12.00,12.00,9.14,9.14,0.76,1.00,1.00,1.00,1.00,1.33
JZ001_P016,P,B,13,02,N,6.90,4.30,1.10,3.17,6.33,5.87,3.00,1.09,1.47,2.00,2.30,1.18,5.75
JZ001_P017,P,B,13,02,N,7.00,5.50,1.03,4.48,7.38,6.08,3.05,0.95,1.34,1.65,2.30,1.15,7.17
JZ001_P018,P,B,01,02,N,58.60,24.00,7.00,20.39,43.85,56.49,29.23,1.34,1.83,2.15,2.00,1.04,6.26
JZ001_P019,E,B,03,02,N,9.40,12.40,2.70,12.40,12.40,9.40,9.40,0.76,1.00,1.00,1.00,1.00,4.59
JZ001_P020,E,B,01,02,N,9.30,12.90,3.60,12.90,12.90,9.30,9.30,0.72,1.00,1.00,1.00,1.00,3.58
JZ001_P021,E,B,02,04,N,6.60,18.00,8.40,18.00,18.00,6.60,6.60,0.37,1.00,1.00,1.00,1.00,2.14
JZ001_P022,E,B,04,15,N,9.50,8.50,4.40,8.50,8.50,9.50,9.50,1.12,1.00,1.00,1.00,1.00,1.93
JZ001_P023,E,B,01,04,N,9.90,21.00,6.10,21.00,21.00,9.90,9.90,0.47,1.00,1.00,1.00,1.00,3.44
JZ001_P024,G,B,03,04,N,12.00,11.20,4.00,10.32,13.14,10.32,5.79,0.91,1.17,1.27,2.07,1.16,3.29
JZ001_P025,N,B,03,02,N,21.30,16.50,3.00,14.42,22.48,19.41,10.48,0.95,1.36,1.56,2.03,1.10,7.49
JZ001_P028,E,A,01,03,N,10.00,21.60,8.20,21.60,21.60,10.00,10.00,0.46,1.00,1.00,1.00,1.00,2.63
JZ001_P029,P,B,13,03,N,17.10,6.00,4.00,4.04,12.38,14.24,6.19,1.38,2.06,3.06,2.76,1.20,3.10
JZ001_P031,E,B,02,04,N,8.10,16.50,4.70,16.50,16.50,8.10,8.10,0.49,1.00,1.00,1.00,1.00,3.51
JZ001_P032,E,A,02,04,N,8.20,18.50,8.20,18.50,18.50,8.20,8.20,0.44,1.00,1.00,1.00,1.00,2.26
JZ001_P033,E,B,01,03,N,6.70,13.20,7.50,13.20,13.20,6.70,6.70,0.51,1.00,1.00,1.00,1.00,1.76
JZ001_P034,E,A,01,03,N,6.60,14.80,8.00,14.80,14.80,6.60,6.60,0.45,1.00,1.00,1.00,1.00,1.85
JZ001_P035,E,B,03,04,N,6.70,11.20,3.58,11.20,11.20,6.70,6.70,0.60,1.00,1.00,1.00,1.00,3.13
JZ001_P036,E,A,03,04,N,9.60,19.20,6.10,19.20,19.20,9.60,9.60,0.50,1.00,1.00,1.00,1.00,3.15
JZ001_P037,E,B,03,04,N,8.50,17.00,6.30,17.00,15.51,8.50,4.54,0.55,0.91,0.91,1.87,1.00,2.46
JZ001_P039,E,B,07,02,N,12.60,21.00,NA,21.00,21.54,12.60,9.71,0.58,1.03,1.03,1.30,1.00,NA
JZ001_P040,P,B,04,02,N,16.00,7.00,1.00,5.94,11.40,13.84,6.85,1.40,1.63,1.92,2.34,1.16,11.40
JZ001_P043,N,B,07,02,N,7.80,4.00,0.80,3.44,6.22,6.83,3.28,1.25,1.56,1.81,2.38,1.14,7.78
JZ001_P044,N,B,07,03,N,20.20,10.60,2.32,9.96,17.39,18.01,8.96,1.16,1.64,1.75,2.25,1.12,7.50
JZ001_P045,N,B,07,02,N,10.70,6.70,0.80,6.74,10.59,9.88,5.12,1.01,1.58,1.57,2.09,1.08,13.24
JZ001_P046,E,C,02,04,N,12.10,22.50,4.70,22.50,23.49,12.10,10.15,0.52,1.04,1.04,1.19,1.00,5.00
JZ001_P048,P,B,04,02,N,17.00,6.40,0.80,4.35,12.03,14.71,6.11,1.41,1.88,2.77,2.78,1.16,15.04
JZ001_P049,H,B,04,03,N,16.20,11.80,3.50,10.64,15.77,14.35,7.27,1.03,1.34,1.48,2.23,1.13,4.51
JZ001_P050,H,B,03,03,N,22.00,22.80,10.70,21.27,24.53,19.13,11.53,0.90,1.08,1.15,1.91,1.15,2.29
JZ001_P051,H,B,02,03,N,26.80,21.50,6.30,20.42,28.48,24.65,14.37,0.94,1.32,1.39,1.86,1.09,4.52
JZ001_P052,N,B,04,03,N,35.00,21.00,10.10,20.35,31.13,31.81,20.65,1.12,1.48,1.53,1.69,1.10,3.08
JZ001_P053,N,B,02,03,N,34.00,25.00,14.50,23.39,27.87,30.34,18.53,1.22,1.11,1.19,1.83,1.12,1.92
JZ001_P054,P,B,02,02,N,31.00,11.80,2.27,10.58,27.50,29.11,14.56,1.13,2.33,2.60,2.13,1.06,12.11
JZ001_P055,P,B,02,02,N,55.50,22.80,NA,19.19,40.04,51.84,26.85,1.39,1.76,2.09,2.07,1.07,NA
JZ001_P056,N,B,03,02,L,32.60,20.00,2.80,24.38,34.56,29.70,18.22,0.94,1.73,1.42,1.79,1.10,12.34
JZ001_P058,E,B,01,04,N,3.30,7.40,2.80,7.40,7.40,3.30,3.30,0.45,1.00,1.00,1.00,1.00,2.64
JZ001_P059,P,B,03,02,N,4.70,3.20,NA,2.94,4.90,4.29,2.21,0.96,1.53,1.67,2.13,1.10,NA
JZ001_P060,E,B,01,03,N,5.40,13.20,NA,13.20,13.20,5.40,5.40,0.41,1.00,1.00,1.00,1.00,NA
JZ001_P061,E,B,01,02,N,6.60,12.70,7.60,12.70,12.70,6.60,6.60,0.52,1.00,1.00,1.00,1.00,1.67
JZ001_P062,E,C,03,03,N,7.20,13.20,8.40,13.20,13.20,7.20,7.20,0.55,1.00,1.00,1.00,1.00,1.57
JZ001_P063,E,B,01,04,N,6.70,15.40,7.80,15.40,15.40,6.70,6.70,0.44,1.00,1.00,1.00,1.00,1.97
JZ001_P065,G,A,01,02,N,6.40,6.10,1.17,6.10,6.53,6.40,3.17,0.98,1.07,1.07,2.02,1.00,5.58
JZ001_P066,G,B,04,15,N,7.70,6.00,3.70,5.69,6.76,6.34,4.05,1.14,1.13,1.19,1.90,1.21,1.83
JZ001_P067,G,B,03,03,N,8.20,7.00,4.55,6.51,8.36,7.15,4.32,0.98,1.19,1.28,1.90,1.15,1.84
JZ001_P068,P,B,03,03,N,14.50,6.80,2.02,4.75,10.56,12.04,4.96,1.37,1.55,2.22,2.92,1.20,5.23
JZ001_P069,P,B,04,01,N,18.80,8.50,1.20,7.50,14.76,14.86,7.98,1.27,1.74,1.97,2.36,1.27,12.30
JZ001_P070,P,B,02,03,N,16.00,8.00,1.80,5.74,12.13,13.53,6.81,1.32,1.52,2.11,2.35,1.18,6.74
JZ001_P071,P,B,02,02,N,18.20,9.20,4.30,7.31,14.52,15.70,7.07,1.25,1.58,1.99,2.57,1.16,3.38
JZ001_P072,R,B,04,00,N,29.50,10.20,NA,9.69,27.28,28.40,15.26,1.08,2.67,2.82,1.93,1.04,NA
JZ001_P073,H,B,02,03,N,26.30,19.00,12.00,17.15,22.37,23.52,12.40,1.18,1.18,1.30,2.12,1.12,1.86
JZ001_P075,E,B,01,04,N,4.70,8.80,4.70,8.80,8.80,4.70,4.70,0.53,1.00,1.00,1.00,1.00,1.87
JZ001_P077,N,B,00,02,N,18.40,6.31,NA,9.92,14.14,13.79,6.76,1.30,2.24,1.43,2.72,1.33,NA
JZ001_P078,E,A,01,04,N,6.70,12.80,4.14,12.80,12.80,6.70,6.70,0.52,1.00,1.00,1.00,1.00,3.09
JZ001_P080,N,B,11,02,S,9.60,5.00,1.00,3.87,7.51,8.21,4.15,1.28,1.50,1.94,2.31,1.17,7.51
JZ001_P081,N,B,09,03,S,10.30,6.50,1.75,6.27,10.47,9.24,4.73,0.98,1.61,1.67,2.18,1.11,5.98
JZ001_P082,P,B,03,04,N,13.60,6.40,1.41,4.86,11.37,11.66,5.56,1.20,1.78,2.34,2.45,1.17,8.06
JZ001_P083,P,B,11,02,N,11.00,5.70,1.70,3.25,8.74,8.51,3.65,1.26,1.53,2.69,3.01,1.29,5.14
JZ001_P084,P,B,03,04,N,14.30,7.50,3.70,5.74,11.98,10.19,5.19,1.19,1.60,2.09,2.76,1.40,3.24
JZ001_P085,P,B,01,03,N,17.50,7.30,2.10,5.17,11.84,14.84,7.97,1.48,1.62,2.29,2.20,1.18,5.64
JZ001_P087,H,B,04,02,N,29.50,22.00,2.14,21.93,29.50,26.58,14.55,1.00,1.34,1.35,2.03,1.11,13.79
JZ001_P088,N,B,04,02,N,41.80,25.20,6.40,23.06,36.30,38.29,22.70,1.15,1.44,1.57,1.84,1.09,5.67
JZ001_P090,P,B,04,02,N,25.20,12.00,2.40,10.55,21.57,22.78,12.30,1.17,1.80,2.04,2.05,1.11,8.99
JZ001_P093,P,B,04,02,N,35.00,11.80,1.40,10.53,28.56,32.20,18.94,1.23,2.42,2.71,1.85,1.09,20.40
JZ001_P094,P,B,09,03,N,26.00,12.00,9.00,11.43,21.79,22.93,10.23,1.19,1.82,1.91,2.54,1.13,2.42
JZ001_P108,E,B,01,03,N,3.90,8.10,3.03,8.10,8.10,3.90,3.90,0.48,1.00,1.00,1.00,1.00,2.67
JZ001_P109,G,B,03,05,N,6.70,6.90,5.47,6.16,7.05,5.99,4.54,0.95,1.02,1.14,1.48,1.12,1.29
JZ001_P110,G,C,01,06,N,9.20,11.00,5.96,11.00,11.00,9.20,9.20,0.84,1.00,1.00,1.00,1.00,1.85
JZ001_P111,G,B,01,06,N,9.00,11.00,4.80,11.00,11.00,9.00,9.00,0.82,1.00,1.00,1.00,1.00,2.29
JZ001_P114,E,B,01,03,N,2.80,4.80,2.00,4.80,5.08,2.80,2.17,0.55,1.06,1.06,1.29,1.00,2.54
JZ001_P115,G,B,02,05,N,7.60,5.80,3.20,5.50,6.53,6.82,3.64,1.16,1.13,1.19,2.09,1.11,2.04
JZ001_P117,E,B,01,03,N,7.30,13.50,2.23,13.50,13.50,7.30,7.30,0.54,1.00,1.00,1.00,1.00,6.05
JZ001_P118,E,B,01,04,N,5.70,10.80,4.70,10.80,10.80,5.70,5.70,0.53,1.00,1.00,1.00,1.00,2.30
JZ001_P119,E,B,01,06,N,5.80,8.70,4.45,8.70,8.70,5.80,5.80,0.67,1.00,1.00,1.00,1.00,1.96
JZ001_P120,E,B,01,06,N,5.70,8.80,3.94,8.80,8.80,5.70,5.70,0.65,1.00,1.00,1.00,1.00,2.23
JZ001_P122,G,C,01,06,N,10.00,9.10,4.97,9.10,9.77,10.00,8.01,1.02,1.07,1.07,1.25,1.00,1.97
JZ001_P123,G,B,13,04,N,17.20,15.00,6.10,13.17,15.59,14.83,9.05,1.10,1.04,1.18,1.90,1.16,2.56
JZ001_P124,P,B,02,01,N,10.00,4.30,0.50,3.02,6.53,7.82,4.17,1.53,1.52,2.16,2.40,1.28,13.06
JZ001_P125,P,B,07,02,N,19.20,3.00,2.00,5.53,13.63,15.10,8.43,1.41,4.54,2.46,2.28,1.27,6.82
JZ001_P126,E,B,01,02,N,4.20,11.80,1.07,11.80,11.80,4.20,4.20,0.36,1.00,1.00,1.00,1.00,11.03
JZ001_P129,E,C,03,04,N,7.60,11.50,5.50,11.50,11.50,7.60,7.60,0.66,1.00,1.00,1.00,1.00,2.09
JZ001_P133,E,B,02,06,N,8.50,20.90,7.28,20.90,20.90,8.50,8.50,0.41,1.00,1.00,1.00,1.00,2.87
JZ001_P134,K,B,11,03,N,9.30,6.80,1.30,4.69,9.59,7.55,3.85,0.97,1.41,2.04,2.42,1.23,7.38
JZ001_P136,P,B,13,02,N,13.10,4.00,0.92,2.99,8.37,12.07,4.92,1.57,2.09,2.80,2.66,1.09,9.10
JZ001_P137,P,B,01,02,N,8.40,3.90,2.14,3.40,7.57,7.45,3.64,1.11,1.94,2.23,2.31,1.13,3.54
JZ001_P138,G,C,03,04,N,9.00,7.30,4.90,7.30,9.11,9.00,6.86,0.99,1.25,1.25,1.31,1.00,1.86
JZ001_P139,G,B,01,04,N,12.00,12.80,5.10,12.80,12.80,12.00,12.00,0.94,1.00,1.00,1.00,1.00,2.51
JZ001_P141,P,B,02,02,N,9.70,4.10,0.90,3.32,6.50,7.58,3.65,1.49,1.59,1.96,2.66,1.28,7.22
JZ001_P142,P,B,02,02,N,10.20,4.70,1.00,3.44,6.99,8.40,4.51,1.46,1.49,2.03,2.26,1.21,6.99
JZ001_P143,P,B,02,02,N,9.00,4.50,1.26,3.67,6.55,6.77,3.58,1.37,1.46,1.78,2.51,1.33,5.20
JZ001_P144,G,C,01,06,N,8.00,8.30,4.08,8.30,8.77,8.00,6.45,0.91,1.06,1.06,1.24,1.00,2.15
JZ001_P145,G,C,01,06,N,10.10,8.40,5.31,8.40,9.01,10.10,8.26,1.12,1.07,1.07,1.22,1.00,1.70
JZ001_P146,P,B,02,04,N,9.60,4.60,1.50,2.59,6.05,7.62,3.37,1.59,1.32,2.34,2.85,1.26,4.03
JZ001_P173,E,B,07,04,N,9.30,9.40,5.11,9.40,11.50,9.30,5.06,0.81,1.22,1.22,1.84,1.00,2.25
JZ001_P179,E,C,02,04,N,5.10,17.00,5.50,17.00,17.00,5.10,5.10,0.30,1.00,1.00,1.00,1.00,3.09
JZ001_P180,P,B,03,02,N,8.70,4.40,0.80,2.92,7.09,7.05,3.55,1.23,1.61,2.43,2.45,1.23,8.86
JZ001_P182,P,C,01,15,N,5.90,2.40,3.00,2.40,5.49,5.90,3.03,1.07,2.29,2.29,1.95,1.00,1.83
JZ001_P183,G,B,03,06,N,6.20,5.40,2.50,4.86,5.92,5.84,4.07,1.05,1.10,1.22,1.52,1.06,2.37
JZ001_P186,P,B,07,02,N,17.30,5.70,0.70,3.84,9.22,11.44,6.10,1.88,1.62,2.40,2.84,1.51,13.17
JZ001_P187,P,B,03,03,N,57.50,25.40,18.30,23.91,42.32,55.62,29.96,1.36,1.67,1.77,1.92,1.03,2.31
JZ001_P188,P,B,04,04,N,25.20,10.40,8.20,7.54,17.06,20.91,11.94,1.48,1.64,2.26,2.11,1.21,2.08
JZ001_P189,H,B,04,04,N,25.80,28.50,29.00,28.50,28.50,25.80,25.80,0.91,1.00,1.00,1.00,1.00,0.98
JZ001_P190,E,C,03,04,N,5.10,14.00,5.90,14.00,14.00,5.10,5.10,0.36,1.00,1.00,1.00,1.00,2.37
JZ001_P191,G,B,01,03,N,9.70,14.40,7.00,14.40,14.40,9.70,9.70,0.67,1.00,1.00,1.00,1.00,2.06
JZ001_P192,G,C,01,06,N,7.80,6.20,3.70,6.20,7.87,7.80,6.58,0.99,1.27,1.27,1.19,1.00,2.13
JZ001_P193,G,B,11,06,N,8.80,6.40,4.60,6.40,7.76,8.80,6.01,1.13,1.21,1.21,1.46,1.00,1.69
JZ001_P194,G,B,07,06,N,9.90,8.20,5.60,8.20,9.45,9.90,7.66,1.05,1.15,1.15,1.29,1.00,1.69
JZ001_P195,E,B,07,06,N,6.40,9.80,3.80,9.80,9.80,6.40,6.40,0.65,1.00,1.00,1.00,1.00,2.58
JZ001_P196,G,B,00,04,N,7.00,8.50,4.50,6.14,8.29,6.52,4.10,0.84,0.98,1.35,1.71,1.07,1.84
JZ001_P197,N,B,09,01,N,10.40,5.60,1.40,5.43,9.08,9.18,4.24,1.15,1.62,1.67,2.45,1.13,6.49
JZ001_P201,E,C,03,04,N,11.30,26.50,11.00,26.50,28.01,11.30,9.39,0.40,1.06,1.06,1.20,1.00,2.55
JZ001_P202,G,B,01,04,N,11.00,9.80,3.40,9.32,11.55,10.45,7.23,0.95,1.18,1.24,1.52,1.05,3.40
JZ001_P203,H,B,04,04,N,26.40,30.50,12.70,27.62,34.49,23.60,14.21,0.77,1.13,1.25,1.86,1.12,2.72
JZ001_P204,P,B,04,03,N,55.00,24.50,18.10,22.26,46.12,51.29,34.59,1.19,1.88,2.07,1.59,1.07,2.55
JZ001_P205,P,B,01,04,N,48.60,19.50,15.60,19.06,41.22,45.98,27.99,1.18,2.11,2.16,1.74,1.06,2.64
JZ001_P206,P,B,09,04,N,30.10,9.60,7.70,8.26,15.15,24.93,10.62,1.99,1.58,1.83,2.83,1.21,1.97
JZ001_P207,P,B,09,03,N,8.80,4.30,2.60,3.79,9.88,7.91,3.65,0.89,2.30,2.61,2.41,1.11,3.80
JZ001_P209,P,B,04,01,N,19.70,3.20,NA,5.05,14.65,17.47,10.00,1.34,4.58,2.90,1.97,1.13,NA
JZ001_P213,E,A,01,04,N,6.20,13.40,4.80,13.40,13.40,6.20,6.20,0.46,1.00,1.00,1.00,1.00,2.79
JZ001_P214,P,B,09,01,N,10.20,6.70,0.80,5.42,9.05,8.54,4.36,1.13,1.35,1.67,2.34,1.19,11.31
JZ001_P215,P,B,01,02,N,7.00,5.20,1.40,4.32,8.02,5.95,3.26,0.87,1.54,1.86,2.15,1.18,5.73
JZ001_P216,N,B,09,02,N,9.90,6.50,0.77,6.16,9.82,8.75,4.30,1.01,1.51,1.59,2.30,1.13,12.75
JZ001_P221,E,B,11,03,N,6.20,16.60,7.78,16.60,16.60,6.20,6.20,0.37,1.00,1.00,1.00,1.00,2.13
JZ001_P222,E,A,01,15,N,6.20,13.20,4.74,13.20,13.20,6.20,6.20,0.47,1.00,1.00,1.00,1.00,2.78
JZ001_P224,P,B,03,02,N,7.80,4.60,1.99,3.45,7.27,6.86,3.54,1.07,1.58,2.11,2.20,1.14,3.65
JZ001_P225,H,B,11,03,N,35.00,29.50,18.00,27.27,34.31,31.87,20.15,1.02,1.16,1.26,1.74,1.10,1.91
JZ001_P226,P,B,02,03,N,28.00,10.40,6.50,8.86,20.18,24.18,12.43,1.39,1.94,2.28,2.25,1.16,3.10
JZ001_P227,P,B,09,02,N,10.00,5.10,0.90,3.85,7.89,7.92,4.07,1.27,1.55,2.05,2.46,1.26,8.77
JZ001_P228,H,B,04,04,N,19.00,18.20,7.50,16.96,18.95,17.15,12.78,1.00,1.04,1.12,1.49,1.11,2.53
JZ001_P229,H,B,04,03,N,29.60,26.50,11.90,26.50,26.00,29.60,20.07,1.14,0.98,0.98,1.47,1.00,2.18
JZ001_P230,P,B,09,00,N,30.00,22.50,NA,20.32,31.76,28.35,16.10,0.94,1.41,1.56,1.86,1.06,NA
JZ001_P231,E,A,01,06,N,10.90,17.50,6.03,17.50,18.98,10.90,6.69,0.57,1.08,1.08,1.63,1.00,3.15
JZ001_P233,G,A,01,04,N,7.10,7.70,2.81,7.70,7.70,7.10,7.10,0.92,1.00,1.00,1.00,1.00,2.74
JZ001_P234,G,A,01,04,N,8.20,10.00,3.80,10.00,10.00,8.20,8.20,0.82,1.00,1.00,1.00,1.00,2.63
JZ001_P235,G,A,01,06,N,8.10,8.80,3.61,8.80,8.80,8.10,8.10,0.92,1.00,1.00,1.00,1.00,2.44
JZ001_P236,N,B,09,01,N,23.80,8.10,NA,6.49,11.26,22.57,15.17,2.11,1.39,1.73,1.57,1.05,NA
JZ001_P238,E,B,01,04,N,5.50,17.20,6.00,17.20,17.20,5.50,5.50,0.32,1.00,1.00,1.00,1.00,2.87
JZ001_P240,R,B,04,00,L,23.60,5.60,NA,4.54,19.79,22.06,10.33,1.19,3.53,4.36,2.28,1.07,NA
JZ001_P241,P,B,09,02,N,25.80,16.30,4.50,15.36,27.03,24.24,14.85,0.95,1.66,1.76,1.74,1.06,6.01
JZ001_P242,E,A,03,06,N,3.80,11.00,4.20,11.00,11.00,3.80,3.80,0.35,1.00,1.00,1.00,1.00,2.62
JZ001_P244,E,B,11,04,N,11.60,25.00,7.90,25.00,25.00,11.60,11.60,0.46,1.00,1.00,1.00,1.00,3.16
JZ001_P245,G,A,03,06,N,8.20,10.00,5.00,10.00,10.00,8.20,8.20,0.82,1.00,1.00,1.00,1.00,2.00
JZ001_P248,E,B,00,04,N,6.50,18.80,6.40,18.80,18.80,6.50,6.50,0.35,1.00,1.00,1.00,1.00,2.94
JZ001_P249,G,E,00,00,N,8.20,10.00,4.80,10.00,10.00,8.20,8.20,0.82,1.00,1.00,1.00,1.00,2.08
JZ001_P250,G,A,01,06,N,8.30,11.50,4.40,11.50,11.50,8.30,8.30,0.72,1.00,1.00,1.00,1.00,2.61
JZ001_P251,R,B,09,00,N,27.00,11.40,NA,9.23,25.22,24.55,12.05,1.07,2.21,2.73,2.24,1.10,NA
JZ001_P252,H,B,13,02,N,58.00,45.50,16.00,45.35,51.00,54.37,40.51,1.14,1.12,1.12,1.43,1.07,3.19
JZ001_P253,E,A,01,06,N,6.20,15.60,5.00,15.60,16.97,6.20,3.64,0.37,1.09,1.09,1.70,1.00,3.39
JZ001_P254,E,B,11,06,N,4.90,14.80,5.80,14.80,14.80,4.90,4.90,0.33,1.00,1.00,1.00,1.00,2.55
JZ001_P255,E,B,11,06,N,5.40,14.80,5.50,14.80,14.80,5.40,5.40,0.36,1.00,1.00,1.00,1.00,2.69
JZ001_P257,H,B,04,00,N,32.00,27.00,3.40,25.95,32.00,29.07,20.19,1.00,1.19,1.23,1.58,1.10,9.41
JZ001_P258,H,B,04,04,N,30.00,25.60,NA,24.71,29.86,27.56,16.15,1.00,1.17,1.21,1.86,1.09,NA
